,id,source,severity,distance(mi),description,street,city,county,state,zipcode,country,timezone,airport_code,temperature(f),wind_chill(f),humidity(%),pressure(in),visibility(mi),wind_direction,wind_speed(mph),weather_condition,amenity,bump,crossing,give_way,junction,no_exit,railway,roundabout,station,stop,traffic_calming,traffic_signal,turning_loop,sunrise_sunset,civil_twilight,nautical_twilight,astronomical_twilight,s_date,s_time,e_date,e_time,weather_time
70,A-71,Source2,2,0.01,One lane blocked due to accident on Main St Southbound at Lake Cascade Pkwy.,S Main St,Findlay,Hancock,OH,45840-1319,US,US/Eastern,KFDY,27.0,13.5,81.0,29.64,2.5,WSW,19.6,Light Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-09,11:09:37,2016-02-09,11:39:37,11:04:00
71,A-72,Source2,2,0.0,Accident on Short Leuders Rd at OH-133 State Route 133. Expect delays.,Short Leuders Rd,Goshen,Clermont,OH,45122,US,US/Eastern,KI69,16.2,4.7,81.0,29.95,5.0,West,9.2,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2016-02-10,06:18:16,2016-02-10,06:48:16,06:16:00
72,A-73,Source2,3,0.01,One lane blocked due to accident on OH-315 Olentangy Fwy Northbound at Goodale St.,Twin Rivers Dr,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,15.8,2.7,73.0,29.87,4.0,WSW,11.5,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2016-02-10,06:06:00,2016-02-10,09:06:00,06:19:00
73,A-74,Source2,2,0.0,Accident on Vista Dr at Hamilton Rd.,N Hamilton Rd,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,15.8,2.7,73.0,29.87,4.0,WSW,11.5,Light Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,2016-02-10,06:24:29,2016-02-10,06:54:29,06:19:00
74,A-75,Source2,2,0.01,Accident on OH-444 Central Ave at Kauffman Ave. Expect delays.,S Central Ave,Fairborn,Greene,OH,45324,US,US/Eastern,KFFO,15.4,1.0,82.0,29.95,7.0,SW,13.8,Light Snow,False,False,True,False,False,False,True,False,False,False,False,False,False,Night,Night,Day,Day,2016-02-10,06:53:02,2016-02-10,07:23:02,06:58:00
75,A-76,Source2,3,0.01,Accident on I-75 Northbound at Exit 82 US-36 Ash St. Expect delays.,E Ash St,Piqua,Miami,OH,45356,US,US/Eastern,KVES,14.0,-1.4,93.0,29.89,7.0,West,15.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-10,07:50:52,2016-02-10,08:20:52,07:55:00
76,A-77,Source2,3,0.01,Accident on I-270 Outerbelt Eastbound at Exit 43A-B/41A-B US-40 Main St. Expect delays.,Outerbelt N,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,15.1,4.2,77.0,29.92,1.0,SW,8.1,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-10,07:50:08,2016-02-10,08:20:08,07:51:00
77,A-78,Source2,2,0.01,Delays due to accident on Lindale Mount Holly Rd at Lindale Nicholsville Rd.,Lindale Nicholsville Rd,New Richmond,Clermont,OH,45157-9006,US,US/Eastern,KI69,15.8,6.1,88.0,29.96,1.8,West,6.9,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-10,08:01:30,2016-02-10,08:31:30,07:56:00
78,A-79,Source2,2,0.0,Accident on Indianola Ave at Oakland Ave. Expect delays.,Indianola Ave,Columbus,Franklin,OH,43202-3023,US,US/Eastern,KOSU,16.0,1.7,81.0,29.91,1.5,WSW,13.8,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-10,08:08:36,2016-02-10,08:38:36,07:53:00
79,A-80,Source2,2,0.0,Accident on Lake Allyn Rd at Amelia Olive Branch Rd.,Lake Allyn Rd,Batavia,Clermont,OH,45103-8992,US,US/Eastern,KI69,15.8,2.7,84.0,29.97,4.0,West,11.5,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-10,08:11:22,2016-02-10,08:41:22,08:16:00
80,A-81,Source2,2,0.01,Accident on US-40 Main St Eastbound at Cypress Aly.,E Main St,Reynoldsburg,Franklin,OH,43068-1207,US,US/Eastern,KCMH,16.0,4.4,77.0,29.93,1.0,WSW,9.2,Light Snow,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2016-02-10,08:50:54,2016-02-10,09:20:54,08:51:00
81,A-82,Source2,3,0.01,Accident on I-71 Northbound at Rest Stop North.,North Fwy N,Galena,Delaware,OH,43021,US,US/Eastern,KDLZ,17.6,5.0,79.0,29.87,3.0,West,11.5,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-10,09:03:53,2016-02-10,09:33:53,08:55:00
82,A-83,Source2,3,0.01,Accident on I-270 Outerbelt Southbound at I-70 Exits 93 93A 93B. Expect delays.,Outerbelt S,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,15.8,3.4,79.0,29.91,1.5,West,10.4,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-10,09:42:04,2016-02-10,10:12:04,09:50:00
83,A-84,Source2,3,0.01,One lane blocked due to accident on I-670 Eastbound at Exit 7 US-62. Expect delays.,E 5th Ave,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,17.1,3.0,77.0,29.96,1.5,West,13.8,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-10,10:38:58,2016-02-10,11:08:58,10:51:00
84,A-85,Source2,3,0.01,Left lane blocked due to accident on I-76 Westbound at Exit 16 Barber Rd.,US-224 W,Barberton,Summit,OH,44203,US,US/Eastern,KAKR,19.9,8.6,81.0,29.89,1.0,WNW,10.4,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-10,17:10:00,2016-02-10,23:59:00,16:54:00
85,A-86,Source2,3,1.28,Left lane blocked due to accident on I-77 Northbound between Exit 130 OH-261 Vernon Odom Blvd and Exit 131 OH-162 Copley Rd.,Copley Rd,Akron,Summit,OH,44320-2561,US,US/Eastern,KAKR,19.9,7.3,78.0,29.87,4.0,WNW,12.7,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016-02-10,18:09:00,2016-02-10,23:59:00,18:10:00
86,A-87,Source2,3,0.01,Accident on I-71 Northbound in Crimson. Approach with care.,I-71 N,Mansfield,Richland,OH,44903,US,US/Eastern,KMFD,16.0,2.9,77.0,29.97,7.0,WSW,11.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016-02-10,18:41:44,2016-02-10,19:11:44,18:52:00
87,A-88,Source2,3,0.01,Accident on I-480 Westbound at Exit 9 OH-17 Brookpark Rd. Expect delays.,Grayton Rd,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,14.0,0.5,56.0,30.14,9.0,NW,11.5,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-02-11,05:32:29,2016-02-11,06:02:29,05:51:00
88,A-89,Source2,3,0.01,Accident on I-77 Southbound at Exit 130 OH-261 Vernon Odom Blvd. Expect delays.,Vernon Odom Blvd,Akron,Summit,OH,44320-4026,US,US/Eastern,KAKR,14.0,1.2,74.0,30.03,4.0,NW,10.4,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-02-11,05:30:51,2016-02-11,06:00:51,05:30:00
89,A-90,Source2,2,0.01,Accident on US-35 Eastbound at I-75. Expect delays.,I-75 S,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,7.0,-5.7,87.0,30.22,10.0,West,8.1,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2016-02-11,06:10:07,2016-02-11,06:40:07,05:56:00
90,A-91,Source2,2,0.01,Accident on OH-125 State Route 125 at Bantam Rd. Expect delays.,S Bantam Rd,Bethel,Clermont,OH,45106-9354,US,US/Eastern,KI69,15.4,23.36869565217391,70.0,30.18,10.0,Calm,9.841448058761804,Overcast,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day,2016-02-11,06:20:28,2016-02-11,06:50:28,06:16:00
91,A-92,Source2,3,0.01,Accident on I-480 Eastbound at Exit 16 OH-94 State Rd. Expect delays.,I-480 E,Cleveland,Cuyahoga,OH,44109,US,US/Eastern,KBKL,17.1,-0.3,59.0,30.12,10.0,NW,21.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016-02-11,06:29:00,2016-02-11,21:00:00,06:53:00
92,A-93,Source2,2,0.01,Accident on North Broadway St at OH-315 Olentangy Fwy Exits 6 6A-B-C. Expect delays.,Olentangy River Rd,Columbus,Franklin,OH,43202,US,US/Eastern,KOSU,6.1,-6.8,83.0,30.22,10.0,West,8.1,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,2016-02-11,07:17:58,2016-02-11,07:47:58,06:53:00
93,A-94,Source2,2,0.01,Accident on US-33 Columbus Lancaster Rd at OH-674 Gender Rd. Expect delays.,Gender Rd,Canal Winchester,Franklin,OH,43110,US,US/Eastern,KLCK,5.0,-2.1,81.0,30.2,10.0,SW,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016-02-11,07:18:39,2016-02-11,07:48:39,07:15:00
94,A-95,Source2,3,0.01,Accident on I-77 Northbound at Exit 133 Ridgewood Rd. Expect delays.,I-77 S,Akron,Summit,OH,44321,US,US/Eastern,KAKR,12.0,0.5,80.0,30.08,2.0,West,8.1,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016-02-11,07:21:55,2016-02-11,07:51:55,07:28:00
95,A-96,Source2,2,0.01,Accident on OH-16 Broad St at County Hwy-41 Mink St. Expect delays.,Mink St SW,Pataskala,Licking,OH,43062-9413,US,US/Eastern,KVTA,7.0,23.36869565217391,77.0,30.24,10.0,North,9.841448058761804,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,07:28:16,2016-02-11,07:58:16,07:54:00
96,A-97,Source2,3,0.01,Accident on I-71 Northbound at Exit 234 US-42 Pearl Rd.,I-71 S,Cleveland,Cuyahoga,OH,44130,US,US/Eastern,KCLE,15.1,-1.6,51.0,30.18,10.0,NW,18.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,07:29:06,2016-02-11,08:18:10,07:51:00
97,A-98,Source2,2,0.0,Accident on Vance Rd at Main St. Expect delays.,Vance Rd,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,9.0,23.36869565217391,77.0,30.26,9.0,Calm,9.841448058761804,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,07:53:55,2016-02-11,08:23:55,07:53:00
98,A-99,Source2,2,0.01,Accident on Broadway St at Home Ave. Expect delays.,Home Ave,Dayton,Montgomery,OH,45402-8230,US,US/Eastern,KFFO,7.5,-1.1,87.0,30.28,10.0,SSW,4.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,08:07:02,2016-02-11,08:37:02,07:58:00
99,A-100,Source2,2,0.01,Accident on US-35 Westbound at Smithville Rd. Expect delays.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,7.5,-1.1,87.0,30.28,10.0,SSW,4.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,08:13:24,2016-02-11,08:43:24,07:58:00
100,A-101,Source2,2,0.01,Accident on OH-16 Broad St at Yearling Rd. Expect delays.,E Broad St,Columbus,Franklin,OH,43213-1359,US,US/Eastern,KCMH,12.0,2.7,70.0,30.27,9.0,WNW,5.8,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-11,08:23:17,2016-02-11,08:53:17,08:51:00
101,A-102,Source3,2,0.48,One lane blocked due to accident on US-23 High St Southbound from Campus View Blvd to Exits 23A 23B I-270 Outerbelt.,N High St,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,12.0,1.5,77.0,30.26,10.0,West,6.9,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,08:34:14,2016-02-11,09:04:14,08:53:00
102,A-103,Source2,3,0.01,Accident on I-480 Eastbound at Exit 23 OH-14 Broadway Ave.,I-480 E,Maple Heights,Cuyahoga,OH,44137,US,US/Eastern,KBKL,18.0,-0.2,54.0,30.16,10.0,WNW,25.3,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,08:29:21,2016-02-11,08:59:21,08:53:00
103,A-104,Source2,2,0.0,Accident on Lamme Rd at Owendale Dr.,Lamme Rd,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,12.0,23.36869565217391,73.0,30.28,10.0,Calm,9.841448058761804,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,09:16:13,2016-02-11,10:01:13,08:53:00
104,A-105,Source2,2,0.0,Accident on Grafton Ave at Grand Ave.,W Grand Ave,Dayton,Montgomery,OH,45405-4408,US,US/Eastern,KDAY,10.9,0.2,77.0,30.29,10.0,WNW,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-11,09:16:13,2016-02-11,10:01:13,08:56:00
105,A-106,Source2,2,0.01,Accident on US-35 Eastbound at Steve Whalen Blvd. Expect delays.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,13.6,7.7,74.0,30.32,10.0,Variable,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,09:31:23,2016-02-11,10:01:23,09:58:00
106,A-107,Source2,3,0.01,One lane blocked due to accident on I-270 Outerbelt Westbound at Exits 52 52A 52B US-23 High St. Expect delays.,S High St,Columbus,Franklin,OH,43207,US,US/Eastern,KLCK,10.4,2.2,78.0,30.25,10.0,South,4.6,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,09:37:31,2016-02-11,10:07:31,09:35:00
107,A-108,Source2,2,0.01,Accident on OH-4 Keowee St at Keowee St / OH-4 Valley St. Expect delays.,N Keowee St,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,13.6,7.7,74.0,30.32,10.0,Variable,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,09:46:39,2016-02-11,10:16:39,09:58:00
108,A-109,Source2,2,0.0,Accident on Burroughs Dr at Cornell Dr. Expect delays.,Burroughs Dr,Dayton,Montgomery,OH,45406,US,US/Eastern,KDAY,18.0,6.1,68.0,30.32,10.0,WNW,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,10:48:29,2016-02-11,11:18:29,10:56:00
109,A-110,Source2,2,0.0,Accident on Summit Glen Dr near Mall Woods Dr. Expect delays.,Mall Woods Dr,Dayton,Montgomery,OH,45449-3625,US,US/Eastern,KMGY,18.0,8.7,54.0,30.31,10.0,WNW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,10:53:56,2016-02-11,11:23:56,10:53:00
110,A-111,Source2,2,0.01,Accident on 2nd St at OH-4 Perry St. Expect delays.,W 2nd St,Dayton,Montgomery,OH,45402-1411,US,US/Eastern,KFFO,18.5,7.5,62.0,30.32,10.0,WNW,9.2,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-11,11:21:42,2016-02-11,11:51:42,10:58:00
111,A-112,Source2,2,0.01,Accident on OH-48 Main St at Melford Ave.,N Main St,Dayton,Montgomery,OH,45405-1604,US,US/Eastern,KDAY,19.9,9.3,65.0,30.32,10.0,WNW,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,12:24:45,2016-02-11,13:09:45,11:56:00
112,A-113,Source2,2,0.01,Accident on Dixie Dr at Bartley Rd.,N Dixie Dr,Dayton,Montgomery,OH,45414-3309,US,US/Eastern,KDAY,19.9,9.3,65.0,30.32,10.0,WNW,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-11,12:24:18,2016-02-11,12:54:18,11:56:00
113,A-114,Source2,2,0.01,Accident on Brown St at Oakwood Ave.,Springhouse Rd,Dayton,Montgomery,OH,45409,US,US/Eastern,KFFO,21.6,13.0,49.0,30.3,10.0,West,6.9,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-11,13:44:46,2016-02-11,14:14:46,13:58:00
114,A-115,Source2,2,0.01,Accident on Smithville Rd at Speice Ave.,Speice Ave,Dayton,Montgomery,OH,45403-3130,US,US/Eastern,KFFO,21.6,13.0,49.0,30.3,10.0,West,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,14:16:49,2016-02-11,14:46:49,13:58:00
115,A-116,Source2,2,0.0,Accident on Auburn Ave at Salem Ave.,Auburn Ave,Dayton,Montgomery,OH,45406-5615,US,US/Eastern,KDAY,21.0,14.6,57.0,30.32,10.0,WNW,4.6,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,15:34:06,2016-02-11,16:19:06,15:56:00
116,A-117,Source2,2,0.01,Accident on Stewart St at Edwin C Moses Blvd.,W Stewart St,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,21.0,11.4,57.0,30.33,10.0,North,8.1,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-11,16:34:27,2016-02-11,17:19:27,16:56:00
117,A-118,Source2,3,0.01,Left lane blocked due to accident on I-75 Southbound at Exit 51 Edwin C Moses Blvd.,I-75 S,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,21.0,11.4,57.0,30.33,10.0,North,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-11,17:10:00,2016-02-11,20:00:00,16:56:00
118,A-119,Source2,2,0.01,Center lane blocked due to accident on US-35 Westbound at I-75.,I-75 N,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,21.0,11.4,51.0,30.34,10.0,NW,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016-02-11,18:27:00,2016-02-11,21:00:00,17:58:00
119,A-120,Source2,3,0.01,Right lane blocked due to accident on I-71 Innerbelt Southbound at Exit 108B I-670.,E Innerbelt S,Columbus,Franklin,OH,43203,US,US/Eastern,KCMH,19.0,23.36869565217391,57.0,30.34,9.0,Calm,9.841448058761804,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2016-02-11,19:11:00,2016-02-11,21:00:00,18:51:00
120,A-121,Source3,3,0.01,Right lane blocked due to accident on I-71 Southbound at Exit 110B 11th Ave.,North Fwy S,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,17.1,11.7,62.0,30.35,10.0,SW,3.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2016-02-11,19:22:00,2016-02-11,21:00:00,19:51:00
121,A-122,Source2,3,0.01,Left lane blocked due to accident on I-75 Northbound at Exits 52 52B US-35.,I-75 S,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,17.1,23.36869565217391,68.0,30.35,10.0,Calm,9.841448058761804,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-02-11,20:48:00,2016-02-11,23:54:00,20:56:00
122,A-123,Source2,2,0.0,Accident on Washington St at Edwin C Moses Blvd.,S Edwin C Moses Blvd,Dayton,Montgomery,OH,45402-8430,US,US/Eastern,KFFO,26.6,14.3,59.0,30.04,10.0,West,16.1,Light Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-12,16:16:51,2016-02-12,17:01:51,16:13:00
123,A-124,Source2,2,0.01,Accident on Stanley Ave at Helena St.,Stanley Ave,Dayton,Montgomery,OH,45404-1016,US,US/Eastern,KFFO,25.5,12.9,66.0,30.11,7.0,West,16.1,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-12,16:42:52,2016-02-12,17:27:52,16:58:00
124,A-125,Source2,3,1.67,Three lanes blocked due to accident on I-71 Southbound between Exit 121 Polaris Pkwy and Exits 119 119A 119B I-270 Outerbelt.,North Fwy S,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,23.0,11.1,80.0,30.03,3.0,West,12.7,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-12,17:47:41,2016-02-12,18:52:13,17:50:00
125,A-126,Source2,3,0.94,Left lane blocked due to accident on I-270 Outerbelt Eastbound between Exits 22 22A 22B OH-315 Olentangy Fwy and Exit 23 US-23 High St.,N High St,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,19.0,1.6,71.0,30.14,5.0,NW,24.2,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-02-12,20:04:00,2016-02-12,23:59:00,19:53:00
126,A-127,Source2,3,0.94,Left lane blocked due to accident on I-270 Outerbelt Westbound between Exit 23 US-23 High St and Exits 22 22A 22B OH-315 Olentangy Fwy.,Outerbelt E,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,19.0,1.6,71.0,30.14,5.0,NW,24.2,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-02-12,20:12:00,2016-02-12,23:59:00,19:53:00
127,A-128,Source2,3,2.79,Left lane blocked due to accident on I-270 Outerbelt Westbound between Exits 46 46A 46B US-33 and Exit 49 Alum Creek Dr.,Outerbelt E,Columbus,Franklin,OH,43207,US,US/Eastern,KLCK,19.9,3.2,62.0,30.13,10.0,NW,23.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-02-12,20:41:00,2016-02-12,23:59:00,20:35:00
128,A-129,Source2,3,0.01,Accident on I-70 Eastbound at Exits 108 108A-B I-270 Outerbelt.,I-70 E,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,16.0,1.7,68.0,30.25,10.0,NW,13.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-02-12,23:48:00,2016-02-13,01:00:00,23:51:00
129,A-130,Source2,3,0.01,Accident on I-71 Northbound at Exit 113 Silver Dr.,E Weber Rd,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,10.0,-4.5,44.0,30.54,10.0,NW,11.5,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-13,11:05:00,2016-02-13,11:35:00,10:51:00
